19719,2017-06-25 00:00:00,1900-01-01 00:00:00,-3707337600,C6730,,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,False
20320,2017-02-22 05:54:44,2017-02-22 07:30:00,5716,C6156,,Queensberry,192,CHETWYND STREET,QUEENSBERRY STREET,VICTORIA STREET,1,False
18122,2017-06-10 19:07:48,2017-06-10 19:08:25,37,C1212,1P MTR M-SAT 7:30-19:30,Titles,1171,QUEEN STREET,LITTLE LONSDALE STREET,LONSDALE STREET,1,False
18523,2017-12-18 09:55:09,2017-12-18 09:57:34,145,1660N,1/2P MTR M-F 9:30-16:00,Banks,670,FLINDERS STREET,QUEEN STREET,ELIZABETH STREET,3,False
19736,2017-10-02 16:37:52,2017-10-02 16:40:40,168,C6776,2P TKT A M-SAT 7:30-20:30,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,False
17379,2017-02-03 06:38:38,2017-02-03 07:07:34,1736,13340E,,Docklands,753,HARBOUR ESPLANADE,LA TROBE STREET,BOURKE STREET,2,False
20691,2017-10-06 07:30:00,2017-10-06 07:32:26,146,5246E,1P RPA M-SUN 7:30-23:00,Courtney,520,COBDEN STREET,O'CONNELL STREET,VICTORIA STREET,2,False
21278,2017-06-09 09:08:50,2017-06-09 10:37:05,5295,12463S,1P MTR M-SAT 7:30-18:30,Jolimont,1290,ST ANDREWS PLACE,MACARTHUR STREET,LANSDOWNE STREET,4,False
19065,2017-12-05 19:30:00,2017-12-05 22:45:57,11757,3166N,,County,894,LONSDALE STREET,KING STREET,WILLIAM STREET,3,False
21369,2017-11-20 15:58:51,2017-11-20 15:59:00,9,10051S,P10 M-SUN 0:00-23:59 B,Southbank,1278,SOUTHBANK BOULEVARD,RIVERSIDE QUAY,CITY ROAD,4,False
19460,2017-09-24 00:00:00,2017-09-24 06:00:00,21600,4873W,,Victoria Market,1171,QUEEN STREET,THERRY STREET,FRANKLIN STREET,5,False
18042,2017-07-07 13:25:09,2017-07-07 13:26:51,102,979W,1P MTR M-SAT 7:30-18:30,Banks,1171,QUEEN STREET,FLINDERS LANE,FLINDERS STREET,5,False
21410,2017-12-30 09:20:42,2017-12-30 09:25:42,300,8342E,3P TKT A SAT 7:30-12:30,Southbank,591,DODDS STREET,SOUTHBANK BOULEVARD,GRANT STREET,2,False
19021,2017-12-20 18:14:57,2017-12-20 18:48:51,2034,C3014,2P MTR M-SAT 7:30-20:30,Supreme,894,LONSDALE STREET,WILLIAM STREET,QUEEN STREET,1,False
20779,2017-03-16 22:02:17,2017-03-17 00:00:00,7063,C9130,,University,655,FARADAY STREET,SWANSTON STREET,CARDIGAN STREET,1,False
21369,2017-04-24 19:41:06,2017-04-24 19:41:19,13,10051S,P10 M-SUN 0:00-23:59 B,Southbank,1278,SOUTHBANK BOULEVARD,RIVERSIDE QUAY,CITY ROAD,4,False
19876,2017-08-04 15:45:11,2017-08-04 19:19:17,12846,7037S,1/4P M-SAT 7:30-19:30,Victoria Market,1346,THERRY STREET,QUEEN STREET,ELIZABETH STREET,4,False
18240,2017-08-03 12:17:09,2017-08-03 12:18:07,58,C802,1P MTR M-SAT 7:30-19:30,Library,1221,RUSSELL STREET,LONSDALE STREET,LITTLE BOURKE STREET,1,False
20615,2017-06-19 10:25:02,2017-06-19 14:51:14,15972,5050E,1/2P M-F 7:30-18:30,Courtney,1062,O'CONNELL STREET,COBDEN STREET,VICTORIA STREET,2,True
19549,2017-07-05 10:23:21,2017-07-05 10:25:17,116,4690Ea,1P TKT A M-SAT 7:30-18:30,Courtney,627,ELIZABETH STREET,QUEENSBERRY STREET,VICTORIA STREET,2,False
18769,2017-01-16 21:05:40,2017-01-16 21:15:08,568,2470N,,Family,123,BOURKE STREET,KING STREET,WILLIAM STREET,3,False
18534,2017-12-09 03:40:42,2017-12-09 04:03:58,1396,1697S,,Markilles,670,FLINDERS STREET,SPENCER STREET,KING STREET,4,False
21035,2017-09-04 00:00:00,2017-09-04 14:32:14,52334,11987W,,East Melbourne,511,CLARENDON STREET,HOTHAM STREET,GEORGE STREET,5,False
17742,2017-09-20 20:00:07,2017-09-20 20:29:28,1761,C13552,,Docklands,123,BOURKE STREET,HARBOUR ESPLANADE,GEOGRAPHE STREET,1,False
21164,2017-03-19 00:00:00,2017-03-19 01:02:48,3768,12307S,,Jolimont,16,ALBERT STREET,MORRISON PLACE,LANSDOWNE STREET,4,False
21768,2017-06-03 00:00:00,2017-06-03 08:14:55,29695,9339S,,Southbank,547,COVENTRY STREET,DODDS STREET,WELLS STREET,4,False
18070,2017-11-30 18:32:06,2017-11-30 18:41:24,558,C1098,1P MTR M-SAT 7:30-19:30,McKillop,1171,QUEEN STREET,LITTLE COLLINS STREET,COLLINS STREET,1,False
20844,2017-01-07 11:56:51,2017-01-07 12:30:00,1989,14100E,4P TKT A SAT 7:30-12:30,University,1218,ROYAL PARADE,GRATTAN STREET,COLLEGE CRESCENT,2,False
17443,2017-09-24 00:18:15,2017-09-24 04:28:34,15019,13438E,,Docklands,79,BATMANS HILL DRIVE,BOURKE STREET,FISHPLATE LANE,2,False
18026,2017-06-13 13:09:03,2017-06-13 13:15:07,364,1215W,1P MTR M-SAT 7:30-18:30,Titles,1171,QUEEN STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,False
17795,2017-06-30 20:20:00,2017-06-30 20:27:21,441,1398E,2P MTR M-F 19:00-20:30,Rialto,839,KING STREET,FLINDERS LANE,FLINDERS STREET,2,False
20862,2017-01-13 07:30:00,2017-01-13 08:51:01,4861,14227W,4P TKT A M-F 7:30-18:30,University,1329,SWANSTON STREET,ELGIN STREET,COLLEGE CRESCENT,5,False
21079,2017-10-11 07:30:00,2017-10-11 07:32:33,153,12071W,2P MTR M-F 7:30-18:30,East Melbourne,511,CLARENDON STREET,GREY STREET,GIPPS STREET,5,False
18868,2017-07-14 07:26:24,2017-07-14 07:30:00,216,C2660,,Princes Theatre,894,LONSDALE STREET,EXHIBITION STREET,SPRING STREET,1,False
21430,2017-10-11 17:28:22,2017-10-11 17:30:44,142,8478E,2P TKT A M-F 7:30-18:30,Southbank,1323,STURT STREET,SOUTHBANK BOULEVARD,MILES STREET,2,False
18646,2017-04-16 21:46:49,2017-04-16 21:56:47,598,2129S,,Twin Towers,911,LITTLE COLLINS STREET,EXHIBITION STREET,SPRING STREET,4,False
17909,2017-09-06 18:21:14,2017-09-06 18:23:07,113,1518E,1/2P MTR M-F 18:00-19:30,Markilles,1285,SPENCER STREET,COLLINS STREET,FLINDERS LANE,2,False
20474,2017-06-06 09:30:45,2017-06-06 09:34:31,226,10187W,1P TKT A M-F 7:30-18:30,Queensberry,641,ERROL STREET,QUEENSBERRY STREET,VICTORIA STREET,5,False
19625,2017-06-11 16:38:24,2017-06-11 16:38:54,30,6014N,2P SUN 7:30-18:30,Mint,5,A'BECKETT STREET,WILLIAM STREET,QUEEN STREET,3,False
18345,2017-11-20 10:33:12,2017-11-20 10:59:25,1573,557W,2P MTR M-SAT 7.30 -16.30,Regency,647,EXHIBITION STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,False
17713,2017-07-31 00:00:00,2017-07-31 01:07:52,4072,13906E,,Docklands,1183,RAKAIA WAY,DOCKLANDS DRIVE,CARAVEL LANE,2,False
19488,2017-05-06 15:41:28,2017-05-06 15:59:26,1078,C4828,2P MTR M-SAT 7:30-20:30,Titles,1171,QUEEN STREET,A'BECKETT STREET,LA TROBE STREET,1,False
18156,2017-02-03 15:35:44,2017-02-03 15:50:37,893,904E,1/2P MTR M-SAT 7:30-19:30,Degraves,627,ELIZABETH STREET,FLINDERS STREET,FLINDERS LANE,2,False
19788,2017-08-03 21:48:34,2017-08-04 00:00:00,7886,C6910,,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,False
17238,2017-04-24 11:00:17,2017-04-24 11:08:07,470,13099W,,Docklands,998,MERCHANT STREET,COLLINS STREET,BOURKE STREET,5,False
18398,2017-11-05 03:35:48,2017-11-05 03:40:01,253,C548,,Regency,647,EXHIBITION STREET,LITTLE LONSDALE STREET,LONSDALE STREET,1,False
17293,2017-09-18 08:29:19,2017-09-18 08:37:24,485,13251S,2P MTR M-SAT 7:30-18:30,Docklands,123,BOURKE STREET,MERCHANT STREET,SEAFARER LANE,4,False
21882,2017-11-26 16:39:29,2017-11-26 16:59:08,1179,9124N,,Southbank,597,DORCAS STREET,WELLS STREET,ST KILDA ROAD,3,False
17590,2017-11-04 09:31:25,2017-11-04 09:33:17,112,13747W,2P TKT A M-SAT 7:30-18:30,Docklands,1398,WATERFRONT WAY,DOCKLANDS DRIVE,LITTLE DOCKLANDS DRIVE,5,False
18263,2017-10-23 17:46:05,2017-10-23 17:46:14,9,255W,1P MTR M-F 9:30-18:30,Hyatt,647,EXHIBITION STREET,FLINDERS LANE,FLINDERS STREET,5,False
17232,2017-11-01 21:22:26,2017-11-01 22:42:41,4815,13089S,,Docklands,528,COLLINS STREET,SEAFARER LANE,BOURKE STREET,4,False
18081,2017-08-09 14:34:59,2017-08-09 14:36:49,110,C1117,1P MTR M-SAT 7:30-19:30,McKillop,1171,QUEEN STREET,BOURKE STREET,LITTLE COLLINS STREET,1,False
21873,2017-03-03 20:22:58,2017-03-03 20:33:24,626,1550E,,West Melbourne,1285,SPENCER STREET,JEFFCOTT STREET,LA TROBE STREET,2,False
18548,2017-04-06 20:56:46,2017-04-07 00:00:00,10994,1729S,,Twin Towers,669,FLINDERS LANE,EXHIBITION STREET,SPRING STREET,4,False
20336,2017-11-26 11:29:58,2017-11-26 11:32:08,130,7563S,2P SUN 7:30-18:30,Queensberry,1381,VICTORIA STREET,CAPEL STREET,PEEL STREET,4,False
18218,2017-04-28 14:49:58,2017-04-28 14:50:34,36,C668,1P MTR M-SAT 7:30-19:30,City Square,1221,RUSSELL STREET,LITTLE COLLINS STREET,COLLINS STREET,1,False
19001,2017-04-14 10:51:46,2017-04-14 10:55:29,223,3091S,1P MTR M-F 9:30-18:30,Supreme,894,LONSDALE STREET,WILLIAM STREET,QUEEN STREET,4,False
20772,2017-04-23 17:16:08,2017-04-23 17:43:58,1670,C9102,2P SUN 7:30-18:30,University,655,FARADAY STREET,SWANSTON STREET,CARDIGAN STREET,1,False
18785,2017-10-19 10:40:42,2017-10-19 10:47:10,388,C758,1P MTR M-SAT 7:30-19:30,Chinatown,1221,RUSSELL STREET,BOURKE STREET,LITTLE COLLINS STREET,1,False
19737,2017-08-11 19:41:20,2017-08-11 20:01:39,1219,C6780,2P TKT A M-SAT 7:30-20:30,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,False
18736,2017-01-08 07:30:00,2017-01-08 09:50:38,8438,2394N,1P SUN 7:30-18:30,McKillop,123,BOURKE STREET,QUEEN STREET,ELIZABETH STREET,3,False
22174,2017-05-09 09:08:07,2017-05-09 10:41:41,5614,11603S,1P MTR M-F 7:30-18:30,West Melbourne,78,BATMAN STREET,KING STREET,SPENCER STREET,4,True
21368,2017-09-06 23:13:22,2017-09-06 23:17:28,246,10049S,P10 M-SUN 0:00-23:59 B,Southbank,1278,SOUTHBANK BOULEVARD,RIVERSIDE QUAY,CITY ROAD,4,False
17436,2017-06-09 20:57:43,2017-06-09 21:08:17,634,13420E,2P 7.30 - 22.00,Docklands,1400,WATERVIEW WALK,BOURKE STREET,BATMANS HILL DRIVE,2,False
21270,2017-02-09 06:58:01,2017-02-09 07:30:00,1919,12449S,,Jolimont,1290,ST ANDREWS PLACE,MACARTHUR STREET,LANSDOWNE STREET,4,False
18713,2017-05-01 18:30:00,2017-05-01 18:41:35,695,2340N,2P MTR M-SAT 18.30 - 20.30,Windsor,123,BOURKE STREET,EXHIBITION STREET,SPRING STREET,3,False
19076,2017-04-08 01:39:27,2017-04-08 01:40:55,88,3250N,,County,894,LONSDALE STREET,KING STREET,WILLIAM STREET,3,False
18673,2017-03-16 10:16:32,2017-03-16 10:18:35,123,2244N,1P MTR M-SAT 7:30-18:30,RACV,911,LITTLE COLLINS STREET,WILLIAM STREET,QUEEN STREET,3,False
20294,2017-07-25 09:07:39,2017-07-25 10:24:19,4600,C6104,4P MTR M-F 7:30-18:30,Queensberry,192,CHETWYND STREET,QUEENSBERRY STREET,VICTORIA STREET,1,False
23136,2017-11-26 23:25:42,2017-11-26 23:26:57,75,C810,,Library,1221,RUSSELL STREET,LONSDALE STREET,LITTLE BOURKE STREET,1,False
18025,2017-06-26 08:48:18,2017-06-26 09:45:27,3429,1213W,1P MTR M-SAT 7:30-18:30,Titles,1171,QUEEN STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,False
17305,2017-02-17 07:13:33,2017-02-17 07:30:00,987,13574E,,Docklands,1241,SEAFARER LANE,BOURKE STREET,COLLINS STREET,2,False
17706,2017-03-21 16:00:00,2017-03-21 18:00:00,7200,1571W,,Magistrates,1285,SPENCER STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,False
17792,2017-02-16 11:12:02,2017-02-16 11:13:36,94,1395W,2P MTR M-F 10:00-16:00,Rialto,839,KING STREET,FLINDERS LANE,FLINDERS STREET,5,False
18309,2017-09-27 17:41:55,2017-09-27 20:24:44,9769,566E,2P MTR M-SAT 7:30-20:30,Regency,647,EXHIBITION STREET,LITTLE LONSDALE STREET,LONSDALE STREET,2,True
21407,2017-08-12 12:51:59,2017-08-12 15:06:21,8062,8338E,,Southbank,591,DODDS STREET,SOUTHBANK BOULEVARD,GRANT STREET,2,False
18197,2017-01-04 15:44:42,2017-01-04 16:08:04,1402,780E,LZ 15M M-F 7:30-19:30,Chinatown,1221,RUSSELL STREET,LITTLE BOURKE STREET,BOURKE STREET,2,False
17901,2017-06-26 22:39:48,2017-06-26 23:06:53,1625,4499W,,Magistrates,839,KING STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,False
19435,2017-01-16 20:30:00,2017-01-16 20:59:47,1787,5347W,,Mint,1428,WILLIAM STREET,FRANKLIN STREET,A'BECKETT STREET,5,False
19827,2017-10-09 07:30:00,2017-10-09 07:41:11,671,C6996,2P TKT A M-SAT 7:30-20:30,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,False
21521,2017-10-12 10:12:46,2017-10-12 10:14:53,127,9936N,3P TKT A M-SAT 7:30-18:30,Southbank,728,GRANT STREET,DODDS STREET,STURT STREET,3,False
18037,2017-05-03 09:53:13,2017-05-03 10:06:17,784,1282E,LZ 15M M-F 7:30-19:30,Titles,1171,QUEEN STREET,LA TROBE STREET,LITTLE LONSDALE STREET,2,False
18016,2017-01-12 05:17:04,2017-01-12 05:46:36,1772,1194E,,Hardware,1171,QUEEN STREET,LONSDALE STREET,LITTLE BOURKE STREET,2,False
18752,2017-05-16 17:23:05,2017-05-16 17:26:12,187,2433S,1P MTR M-SAT 7:30-18:30,RACV,123,BOURKE STREET,WILLIAM STREET,QUEEN STREET,4,False
17609,2017-08-02 19:35:40,2017-08-02 19:36:56,76,13767W,,Docklands,1398,WATERFRONT WAY,LITTLE DOCKLANDS DRIVE,FOOTSCRAY ROAD,5,False
21165,2017-06-24 03:16:31,2017-06-24 07:30:00,15209,12309S,,Jolimont,16,ALBERT STREET,MORRISON PLACE,LANSDOWNE STREET,4,False
20375,2017-05-31 11:55:00,2017-05-31 12:21:45,1605,7638N,2P TKT A M-F 7:30-18:30,Queensberry,1381,VICTORIA STREET,KING STREET,HAWKE STREET,3,False
18741,2017-09-09 09:53:01,2017-09-09 10:10:02,1021,2400N,1P MTR M-SAT 7:30-18:30,McKillop,123,BOURKE STREET,QUEEN STREET,ELIZABETH STREET,3,False
19936,2017-09-08 00:00:00,2017-09-08 07:30:00,27000,C5426,,Queensberry,1428,WILLIAM STREET,WALSH STREET,DUDLEY STREET,1,False
20508,2017-06-25 11:25:04,2017-06-25 12:43:38,4714,7735S,2P DIS M-SUN 0:00-23:59,Queensberry,1175,QUEENSBERRY STREET,ERROL STREET,LEVESON STREET,4,False
19707,2017-03-11 19:09:06,2017-03-11 19:10:33,87,C6678,2P MTR M-SAT 7:30-20:30,Titles,681,FRANKLIN STREET,QUEEN STREET,ELIZABETH STREET,1,False
21087,2017-06-12 07:30:00,2017-06-12 17:26:51,35811,12087W,2P MTR M-F 7:30-18:30,East Melbourne,511,CLARENDON STREET,ALBERT STREET,GREY STREET,5,False
21164,2017-03-04 15:11:59,2017-03-04 15:46:27,2068,12307S,,Jolimont,16,ALBERT STREET,MORRISON PLACE,LANSDOWNE STREET,4,False
17845,2017-12-25 02:32:50,2017-12-25 02:56:24,1414,1464E,,County,839,KING STREET,LITTLE BOURKE STREET,BOURKE STREET,2,False
19516,2017-04-30 23:10:44,2017-04-30 23:17:02,378,5180E,,Mint,1433,WILLS STREET,A'BECKETT STREET,LA TROBE STREET,2,False
20478,2017-04-07 07:30:00,2017-04-07 07:50:32,1232,10191W,1P TKT A M-F 7:30-18:30,Queensberry,641,ERROL STREET,QUEENSBERRY STREET,VICTORIA STREET,5,False
19040,2017-03-30 11:21:17,2017-03-30 11:25:05,228,C3080,2P MTR M-SAT 7:30-20:30,Supreme,894,LONSDALE STREET,WILLIAM STREET,QUEEN STREET,1,False
21526,2017-03-25 07:30:00,2017-03-25 08:00:53,1853,9942N,3P TKT A M-SAT 7:30-18:30,Southbank,728,GRANT STREET,DODDS STREET,STURT STREET,3,False
18616,2017-05-03 13:46:18,2017-05-03 13:58:05,707,1946N,1/2P MTR M-SAT 7:30-19:30,City Square,528,COLLINS STREET,SWANSTON STREET,RUSSELL STREET,3,False
17561,2017-08-22 15:05:52,2017-08-22 15:51:28,2736,13710E,3P MTR M-SAT 7.30 - 18.30,Docklands,1405,WATTLE ROAD,LEVEN AVENUE,DOCKLANDS DRIVE,2,False
21232,2017-12-01 08:01:24,2017-12-01 08:21:11,1187,12393S,1P TKT A M-SAT 7:30-18:30,Jolimont,178,CATHEDRAL PLACE,GISBORNE STREET,LANSDOWNE STREET,4,False
18772,2017-04-10 15:42:55,2017-04-10 15:44:45,110,2476N,2P DIS M-SUN 0:00-23:59,Spencer,123,BOURKE STREET,SPENCER STREET,KING STREET,3,False
22109,2017-06-29 18:30:00,2017-06-29 19:04:18,2058,11528N,,West Melbourne,818,JEFFCOTT STREET,KING STREET,SPENCER STREET,3,False
17924,2017-11-29 22:14:24,2017-11-29 22:23:22,538,1557W,,Magistrates,1285,SPENCER STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,False
21855,2017-09-21 10:27:19,2017-09-21 11:02:05,2086,4505W,3P MTR M-F 10:00-16:00,West Melbourne,839,KING STREET,JEFFCOTT STREET,LA TROBE STREET,5,False
17841,2017-04-24 23:51:43,2017-04-24 23:52:02,19,1458E,,Family,839,KING STREET,BOURKE STREET,LITTLE COLLINS STREET,2,False
19687,2017-08-01 17:00:16,2017-08-01 18:31:32,5476,C6616,2P MTR M-SAT 7:30-20:30,Titles,681,FRANKLIN STREET,QUEEN STREET,ELIZABETH STREET,1,False
18734,2017-12-02 19:08:32,2017-12-02 19:22:58,866,2392N,2P MTR M-SAT 18.30 - 20.30,McKillop,123,BOURKE STREET,QUEEN STREET,ELIZABETH STREET,3,False
20459,2017-04-20 21:25:36,2017-04-20 21:30:24,288,10170E,,Queensberry,641,ERROL STREET,QUEENSBERRY STREET,VICTORIA STREET,2,False
21587,2017-02-12 17:17:04,2017-02-12 17:45:24,1700,8009W,,Southbank,1416,WELLS STREET,COVENTRY STREET,DORCAS STREET,5,False
21281,2017-04-16 00:00:00,2017-04-16 07:30:00,27000,12469S,,Jolimont,1290,ST ANDREWS PLACE,MACARTHUR STREET,LANSDOWNE STREET,4,False
20348,2017-06-24 01:15:22,2017-06-24 01:17:41,139,7578N,,Queensberry,1381,VICTORIA STREET,HOWARD STREET,CAPEL STREET,3,False
18777,2017-06-27 12:32:50,2017-06-27 12:34:05,75,742E,1P MTR M-SAT 7:30-18:30,Chinatown,1221,RUSSELL STREET,BOURKE STREET,LITTLE COLLINS STREET,2,False
21591,2017-11-06 20:30:49,2017-11-06 20:35:54,305,8014E,,Southbank,1416,WELLS STREET,COVENTRY STREET,DORCAS STREET,2,False
18948,2017-05-13 01:17:18,2017-05-13 04:49:26,12728,C2852,,Princes Theatre,894,LONSDALE STREET,RUSSELL STREET,EXHIBITION STREET,1,False
18592,2017-03-02 07:13:10,2017-03-02 07:30:00,1010,1902N,,Twin Towers,528,COLLINS STREET,EXHIBITION STREET,SPRING STREET,3,False
21143,2017-02-12 16:43:03,2017-02-12 18:26:46,6223,12277S,,Jolimont,16,ALBERT STREET,GISBORNE STREET,MORRISON PLACE,4,False
22122,2017-07-22 06:46:04,2017-07-22 07:30:00,2636,11515S,,West Melbourne,818,JEFFCOTT STREET,KING STREET,SPENCER STREET,4,False
18200,2017-07-08 16:41:07,2017-07-08 16:56:51,944,791W,1/2P MTR M-SAT 7:30-19:30,Library,1221,RUSSELL STREET,LONSDALE STREET,LITTLE BOURKE STREET,5,False
21754,2017-09-13 17:00:51,2017-09-13 17:11:46,655,9308N,2P TKT A M-F 7:30-18:30,Southbank,547,COVENTRY STREET,WELLS STREET,ST KILDA ROAD,3,False
19071,2017-09-22 14:08:07,2017-09-22 14:22:29,862,3197S,2P DIS M-F 9.30 - 8.30PM,County,894,LONSDALE STREET,KING STREET,WILLIAM STREET,4,False
19219,2017-08-05 23:49:00,2017-08-06 00:00:00,660,3511S,,Magistrates,926,LITTLE LONSDALE STREET,KING STREET,WILLIAM STREET,4,False
21854,2017-10-10 21:21:17,2017-10-10 21:27:21,364,4503W,,West Melbourne,839,KING STREET,JEFFCOTT STREET,LA TROBE STREET,5,False
18333,2017-08-21 19:15:49,2017-08-21 20:18:41,3772,C236,2P MTR M-SAT 7:30-20:30,Hyatt,647,EXHIBITION STREET,FLINDERS LANE,FLINDERS STREET,1,False
19417,2017-08-17 22:24:27,2017-08-17 22:26:00,93,5314E,P10 Mins AOT,Mint,1428,WILLIAM STREET,A'BECKETT STREET,LA TROBE STREET,2,False
18996,2017-11-29 07:30:00,2017-11-29 07:41:20,680,3082N,1P MTR M-F 7:30-16:00,Supreme,894,LONSDALE STREET,WILLIAM STREET,QUEEN STREET,3,False
18057,2017-02-10 16:02:54,2017-02-10 16:04:12,78,C1040,1P MTR M-SAT 7:30-19:30,Banks,1171,QUEEN STREET,FLINDERS STREET,FLINDERS LANE,1,False
17890,2017-03-03 07:35:57,2017-03-03 07:38:31,154,4476E,,Magistrates,839,KING STREET,LA TROBE STREET,LITTLE LONSDALE STREET,2,False
17401,2017-07-03 18:20:13,2017-07-03 18:30:00,587,13600E,LZ 30M M-SUN 7:30-18:30,Docklands,998,MERCHANT STREET,COLLINS STREET,BOURKE STREET,2,False
18059,2017-07-17 15:38:18,2017-07-17 17:30:55,6757,C1046,1P MTR M-SAT 7:30-19:30,Banks,1171,QUEEN STREET,FLINDERS STREET,FLINDERS LANE,1,True
18189,2017-09-13 04:03:51,2017-09-13 04:12:26,515,694E,,City Square,1221,RUSSELL STREET,LITTLE COLLINS STREET,COLLINS STREET,2,False
18040,2017-02-12 13:52:47,2017-02-12 13:53:49,62,975W,1P SUN 7:30-18:30,Banks,1171,QUEEN STREET,FLINDERS LANE,FLINDERS STREET,5,False
21267,2017-06-13 14:52:21,2017-06-13 16:36:47,6266,12446N,2P MTR M-SAT 7:30-18:30,Jolimont,1290,ST ANDREWS PLACE,MACARTHUR STREET,LANSDOWNE STREET,3,False
18749,2017-02-22 06:42:39,2017-02-22 06:56:46,847,2424N,,RACV,123,BOURKE STREET,WILLIAM STREET,QUEEN STREET,3,False
17750,2017-10-26 21:32:12,2017-10-26 21:57:38,1526,C13592,,Docklands,123,BOURKE STREET,GEOGRAPHE STREET,ENTERPRIZE WAY,1,False
19533,2017-12-24 06:56:48,2017-12-24 07:30:00,1992,4380E,,The Mac,627,ELIZABETH STREET,FRANKLIN STREET,A'BECKETT STREET,2,False
17241,2017-05-29 20:20:34,2017-05-29 20:51:15,1841,13105W,,Docklands,998,MERCHANT STREET,COLLINS STREET,BOURKE STREET,5,False
20073,2017-09-28 00:00:00,2017-09-28 07:30:00,27000,C7232,,Queensberry,1214,ROSSLYN STREET,CHETWYND STREET,HOWARD STREET,1,False
20099,2017-03-13 18:30:00,2017-03-14 00:00:00,19800,C5642,,Queensberry,163,CAPEL STREET,VICTORIA STREET,WILLIAM STREET,1,False
18780,2017-07-08 01:12:06,2017-07-08 01:26:58,892,767W,,Chinatown,1221,RUSSELL STREET,BOURKE STREET,LITTLE COLLINS STREET,5,False
18224,2017-07-09 06:18:54,2017-07-09 06:22:45,231,C684,,City Square,1221,RUSSELL STREET,LITTLE COLLINS STREET,COLLINS STREET,1,False
17378,2017-10-05 13:45:09,2017-10-05 15:37:40,6751,13339W,2P TKT A M-SAT 7:30-18:30,Docklands,79,BATMANS HILL DRIVE,BOURKE STREET,WATERVIEW WALK,5,False
21558,2017-03-13 21:01:40,2017-03-13 21:03:47,127,7811W,,Southbank,1294,ST KILDA ROAD,DORCAS STREET,COVENTRY STREET,5,False
18343,2017-01-16 07:51:30,2017-01-16 07:59:48,498,C276,2P MTR M-SAT 7:30-20:30,Hyatt,647,EXHIBITION STREET,FLINDERS LANE,FLINDERS STREET,1,False
17197,2017-03-03 05:58:41,2017-03-03 07:30:00,5479,13033S,,Docklands,528,COLLINS STREET,SPENCER STREET,BATMANS HILL DRIVE,4,False
21868,2017-11-16 20:37:47,2017-11-16 20:57:08,1161,4529W,,West Melbourne,839,KING STREET,BATMAN STREET,JEFFCOTT STREET,5,False
21542,2017-02-12 00:00:00,2017-02-12 07:30:00,27000,9960N,,Southbank,728,GRANT STREET,DODDS STREET,STURT STREET,3,False
22124,2017-11-17 08:49:26,2017-11-17 09:18:38,1752,11513S,1P TKT RPE M-SAT 7:30-23:00,West Melbourne,818,JEFFCOTT STREET,KING STREET,SPENCER STREET,4,False
19719,2017-02-19 13:45:48,2017-02-19 14:47:18,3690,C6730,2P SUN 7:30-18:30,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,False
18663,2017-05-31 06:53:26,2017-05-31 07:08:56,930,2223S,,RACV,911,LITTLE COLLINS STREET,WILLIAM STREET,QUEEN STREET,4,False
19468,2017-01-22 07:34:44,2017-01-22 08:45:12,4228,4886E,2P SUN 6:00-18:30,Victoria Market,1171,QUEEN STREET,THERRY STREET,FRANKLIN STREET,2,False
17595,2017-08-18 07:30:00,2017-08-18 09:54:53,8693,13752E,2P TKT A M-SAT 7:30-18:30,Docklands,1097,PEARL RIVER ROAD,DOCKLANDS DRIVE,OBSERVATION DRIVE,2,False
18055,2017-04-17 18:54:33,2017-04-17 19:00:15,342,C1032,1P MTR M-SAT 7:30-19:30,Banks,1171,QUEEN STREET,FLINDERS STREET,FLINDERS LANE,1,False
20841,2017-05-23 16:46:03,2017-05-23 16:46:11,8,14094E,4P TKT A M-F 7:30-18:30,University,1218,ROYAL PARADE,GRATTAN STREET,COLLEGE CRESCENT,2,False
17980,2017-11-10 10:00:56,2017-11-10 10:02:15,79,1344E,1P MTR M-SAT 7:30-18:30,Supreme,1428,WILLIAM STREET,LITTLE BOURKE STREET,BOURKE STREET,2,False
21595,2017-06-22 07:06:48,2017-06-22 07:16:50,602,8018E,,Southbank,1416,WELLS STREET,COVENTRY STREET,DORCAS STREET,2,False
17890,2017-05-17 08:45:39,2017-05-17 08:46:10,31,4476E,,Magistrates,839,KING STREET,LA TROBE STREET,LITTLE LONSDALE STREET,2,False
21179,2017-11-15 12:41:16,2017-11-15 13:45:21,3845,12330N,1P MTR M-F 7:30-16:00,East Melbourne,16,ALBERT STREET,LANSDOWNE STREET,EADES STREET,3,False
